Employee ID,Joining Date,Salary,Total Customers Handled,Overall Sentiment Score,Feedback ID,Customer ID,Feedback Date,Feedback Text,Sentiment Score,Rating,Improvement Areas
68,2024-02-03,54612,483,0.21,F68005,C40752,2024-07-01,"Satisfied with the service, but there’s room for improvement in tone.",-0.0,3,Voice Modulation
68,2024-02-03,54612,483,0.21,F68006,C28500,2024-08-26,"Had a great experience, but communication could be better.",0.93,3,None
68,2024-02-03,54612,483,0.21,F68007,C22040,2024-04-28,"Great service, solved my issue quickly!",0.29,3,Technical Knowledge
68,2024-02-03,54612,483,0.21,F68008,C61333,2024-08-23,"Had a great experience, but communication could be better.",0.85,3,None
68,2024-02-03,54612,483,0.21,F68009,C94711,2024-03-28,"Excellent service, highly recommend!",0.31,4,Behavior
68,2024-02-03,54612,483,0.21,F68010,C1697,2024-05-09,"Excellent service, highly recommend!",0.21,5,Problem Solving
69,2023-01-22,53622,394,0.06,F69001,C10424,2024-02-13,"Excellent service, highly recommend!",0.34,3,Listening Skills
69,2023-01-22,53622,394,0.06,F69002,C4056,2023-10-04,"Great service, solved my issue quickly!",0.03,2,Time Management
69,2023-01-22,53622,394,0.06,F69003,C47806,2023-09-28,"Great service, solved my issue quickly!",0.18,1,Problem Solving
69,2023-01-22,53622,394,0.06,F69004,C98639,2024-07-18,The employee needs to be more polite and resolve issues faster.,0.2,5,Language
69,2023-01-22,53622,394,0.06,F69005,C86563,2023-07-10,"The service was good, but the employee could improve voice modulation.",0.56,4,None
69,2023-01-22,53622,394,0.06,F69006,C37115,2024-05-22,It took too long to resolve the issue.,-0.95,3,Behavior
70,2024-04-17,50897,205,0.15,F70001,C91083,2024-08-11,Employee was very helpful and resolved the issue in no time.,0.22,1,Voice Modulation
70,2024-04-17,50897,205,0.15,F70002,C76396,2024-06-23,"Excellent service, highly recommend!",0.34,1,None
70,2024-04-17,50897,205,0.15,F70003,C93464,2024-07-01,"Employee was rude, and the issue took too long to resolve.",-0.83,2,Time Management
70,2024-04-17,50897,205,0.15,F70004,C88611,2024-07-29,"Communication was unclear, but the problem was solved eventually.",0.48,5,Technical Knowledge
70,2024-04-17,50897,205,0.15,F70005,C80518,2024-06-29,"Employee was rude, and the issue took too long to resolve.",-0.84,3,Communication Skills
70,2024-04-17,50897,205,0.15,F70006,C58249,2024-06-20,"Had a great experience, but communication could be better.",0.94,1,None
70,2024-04-17,50897,205,0.15,F70007,C5769,2024-04-20,It took too long to resolve the issue.,-1.0,4,None
70,2024-04-17,50897,205,0.15,F70008,C79855,2024-07-25,"Had a great experience, but communication could be better.",0.85,5,None
70,2024-04-17,50897,205,0.15,F70009,C15316,2024-07-03,"The service was good, but the employee could improve voice modulation.",0.93,4,None
70,2024-04-17,50897,205,0.15,F70010,C87621,2024-07-17,Employee was very helpful and resolved the issue in no time.,0.42,4,Time Management
71,2022-04-08,58586,111,0.0,F71001,C92362,2023-08-17,The employee needs to be more polite and resolve issues faster.,0.45,2,None
71,2022-04-08,58586,111,0.0,F71002,C69640,2024-09-22,"Satisfied with the service, but there’s room for improvement in tone.",0.44,5,Behavior
71,2022-04-08,58586,111,0.0,F71003,C4909,2023-09-08,"The service was good, but the employee could improve voice modulation.",0.8,5,None
71,2022-04-08,58586,111,0.0,F71004,C7372,2023-09-27,"The service was good, but the employee could improve voice modulation.",0.64,4,None
71,2022-04-08,58586,111,0.0,F71005,C32159,2023-12-16,"Employee was rude, and the issue took too long to resolve.",-0.96,4,Language
71,2022-04-08,58586,111,0.0,F71006,C43111,2022-11-19,"Employee was rude, and the issue took too long to resolve.",-0.96,5,Politeness
71,2022-04-08,58586,111,0.0,F71007,C21717,2024-02-06,It took too long to resolve the issue.,-0.84,3,Empathy
71,2022-04-08,58586,111,0.0,F71008,C14792,2022-07-18,"Satisfied with the service, but there’s room for improvement in tone.",0.1,5,Voice Modulation
71,2022-04-08,58586,111,0.0,F71009,C64290,2023-04-24,The employee needs to be more polite and resolve issues faster.,0.37,3,Language
72,2024-04-07,58489,343,0.14,F72001,C16002,2024-08-14,"Employee was rude, and the issue took too long to resolve.",-0.67,1,Patience
72,2024-04-07,58489,343,0.14,F72002,C22175,2024-07-31,"Great service, solved my issue quickly!",0.21,3,Time Management
72,2024-04-07,58489,343,0.14,F72003,C29836,2024-06-10,"Great service, solved my issue quickly!",0.38,4,None
72,2024-04-07,58489,343,0.14,F72004,C8704,2024-07-27,"The service was good, but the employee could improve voice modulation.",0.65,5,None
73,2022-06-14,51082,340,-0.19,F73001,C28594,2024-04-23,"Communication was unclear, but the problem was solved eventually.",0.21,1,Politeness
73,2022-06-14,51082,340,-0.19,F73002,C13647,2023-08-14,"Employee was rude, and the issue took too long to resolve.",-0.58,4,Technical Knowledge
73,2022-06-14,51082,340,-0.19,F73003,C72378,2023-03-25,"Employee was rude, and the issue took too long to resolve.",-0.59,4,Communication Skills
73,2022-06-14,51082,340,-0.19,F73004,C52397,2024-01-31,"Satisfied with the service, but there’s room for improvement in tone.",0.03,3,Empathy
73,2022-06-14,51082,340,-0.19,F73005,C1171,2023-12-09,"Employee was rude, and the issue took too long to resolve.",-0.74,4,Voice Modulation
73,2022-06-14,51082,340,-0.19,F73006,C54332,2023-12-26,"The service was good, but the employee could improve voice modulation.",0.55,1,None
74,2020-07-05,47560,319,0.02,F74001,C49545,2020-09-03,Employee was very helpful and resolved the issue in no time.,-0.1,1,Voice Modulation
74,2020-07-05,47560,319,0.02,F74002,C58621,2020-09-04,"The service was good, but the employee could improve voice modulation.",0.68,5,None
74,2020-07-05,47560,319,0.02,F74003,C70700,2022-04-04,It took too long to resolve the issue.,-0.51,1,Problem Solving
75,2020-06-20,46271,386,0.5,F75001,C66182,2022-07-06,"The service was good, but the employee could improve voice modulation.",0.66,4,None
75,2020-06-20,46271,386,0.5,F75002,C70670,2023-02-01,"The service was good, but the employee could improve voice modulation.",0.63,1,None
75,2020-06-20,46271,386,0.5,F75003,C58327,2023-04-12,"The service was good, but the employee could improve voice modulation.",0.97,1,None
75,2020-06-20,46271,386,0.5,F75004,C60852,2023-12-10,Employee was very helpful and resolved the issue in no time.,0.44,1,Clarity of Explanation
75,2020-06-20,46271,386,0.5,F75005,C59200,2020-09-17,"Had a great experience, but communication could be better.",0.77,5,None
75,2020-06-20,46271,386,0.5,F75006,C42166,2023-09-17,Employee was very helpful and resolved the issue in no time.,-0.07,3,Listening Skills
75,2020-06-20,46271,386,0.5,F75007,C60722,2022-01-21,"Communication was unclear, but the problem was solved eventually.",0.03,4,Time Management
75,2020-06-20,46271,386,0.5,F75008,C39168,2022-12-01,"Had a great experience, but communication could be better.",0.84,3,None
75,2020-06-20,46271,386,0.5,F75009,C67255,2021-10-18,The employee needs to be more polite and resolve issues faster.,0.25,2,Language
76,2021-11-24,52339,348,0.38,F76001,C19104,2023-09-29,"Had a great experience, but communication could be better.",0.99,3,None
76,2021-11-24,52339,348,0.38,F76002,C84616,2023-08-08,"Excellent service, highly recommend!",0.19,3,Listening Skills
76,2021-11-24,52339,348,0.38,F76003,C98555,2024-02-13,Employee was very helpful and resolved the issue in no time.,0.36,1,Communication Skills
76,2021-11-24,52339,348,0.38,F76004,C13855,2023-07-25,"The service was good, but the employee could improve voice modulation.",0.56,5,None
76,2021-11-24,52339,348,0.38,F76005,C54545,2022-01-17,"Excellent service, highly recommend!",0.39,5,Problem Solving
76,2021-11-24,52339,348,0.38,F76006,C34038,2024-08-04,"Communication was unclear, but the problem was solved eventually.",0.16,4,Problem Solving
76,2021-11-24,52339,348,0.38,F76007,C65448,2023-11-07,"Satisfied with the service, but there’s room for improvement in tone.",-0.01,2,Technical Knowledge
77,2023-03-26,52287,259,0.27,F77001,C73609,2023-06-06,"The service was good, but the employee could improve voice modulation.",0.51,1,None
77,2023-03-26,52287,259,0.27,F77002,C12039,2023-08-28,"Employee was rude, and the issue took too long to resolve.",-0.57,5,Politeness
77,2023-03-26,52287,259,0.27,F77003,C17290,2024-03-04,Employee was very helpful and resolved the issue in no time.,0.18,2,Politeness
77,2023-03-26,52287,259,0.27,F77004,C10961,2023-07-20,"Great service, solved my issue quickly!",0.43,4,Voice Modulation
77,2023-03-26,52287,259,0.27,F77005,C6293,2024-05-17,"The service was good, but the employee could improve voice modulation.",0.95,1,None
77,2023-03-26,52287,259,0.27,F77006,C32420,2024-08-04,The employee needs to be more polite and resolve issues faster.,0.14,5,Communication Skills
78,2024-07-18,45079,450,-0.22,F78001,C17323,2024-09-05,"Satisfied with the service, but there’s room for improvement in tone.",0.21,4,Problem Solving
78,2024-07-18,45079,450,-0.22,F78002,C9032,2024-09-09,"Satisfied with the service, but there’s room for improvement in tone.",0.38,1,Behavior
78,2024-07-18,45079,450,-0.22,F78003,C43506,2024-08-26,The employee needs to be more polite and resolve issues faster.,0.05,3,Behavior
78,2024-07-18,45079,450,-0.22,F78004,C44112,2024-09-10,"Employee was rude, and the issue took too long to resolve.",-0.86,5,Technical Knowledge
78,2024-07-18,45079,450,-0.22,F78005,C63749,2024-08-07,"Employee was rude, and the issue took too long to resolve.",-0.88,1,Communication Skills
79,2022-06-09,55499,121,-0.11,F79001,C99922,2024-02-14,"Great service, solved my issue quickly!",-0.01,3,Communication Skills
79,2022-06-09,55499,121,-0.11,F79002,C98719,2022-08-25,Employee was very helpful and resolved the issue in no time.,0.02,2,Patience
79,2022-06-09,55499,121,-0.11,F79003,C2971,2024-02-25,"Employee was rude, and the issue took too long to resolve.",-0.56,1,Clarity of Explanation
79,2022-06-09,55499,121,-0.11,F79004,C58840,2024-05-23,"Great service, solved my issue quickly!",0.11,3,Empathy
80,2021-10-12,46818,497,0.08,F80001,C34787,2022-09-29,Employee was very helpful and resolved the issue in no time.,0.04,3,Voice Modulation
80,2021-10-12,46818,497,0.08,F80002,C52609,2023-05-31,The employee needs to be more polite and resolve issues faster.,0.26,2,Patience
80,2021-10-12,46818,497,0.08,F80003,C74293,2022-02-07,The employee needs to be more polite and resolve issues faster.,0.22,3,Listening Skills
80,2021-10-12,46818,497,0.08,F80004,C19941,2024-09-24,The employee needs to be more polite and resolve issues faster.,0.43,1,Communication Skills
80,2021-10-12,46818,497,0.08,F80005,C62890,2024-07-26,The employee needs to be more polite and resolve issues faster.,0.27,1,Politeness
80,2021-10-12,46818,497,0.08,F80006,C93464,2024-03-09,It took too long to resolve the issue.,-0.74,1,Problem Solving
80,2021-10-12,46818,497,0.08,F80007,C45101,2023-08-27,Employee was very helpful and resolved the issue in no time.,-0.01,2,Time Management
80,2021-10-12,46818,497,0.08,F80008,C50685,2022-07-23,"Satisfied with the service, but there’s room for improvement in tone.",0.2,2,Time Management
81,2023-11-01,56011,442,-0.17,F81001,C81202,2024-08-01,It took too long to resolve the issue.,-0.95,4,Empathy
81,2023-11-01,56011,442,-0.17,F81002,C80330,2024-01-27,Employee was very helpful and resolved the issue in no time.,0.44,3,Listening Skills
81,2023-11-01,56011,442,-0.17,F81003,C14821,2024-09-23,It took too long to resolve the issue.,-0.91,5,Clarity of Explanation
81,2023-11-01,56011,442,-0.17,F81004,C11691,2024-09-20,"The service was good, but the employee could improve voice modulation.",0.75,2,None
82,2024-02-27,52511,265,0.1,F82001,C82344,2024-09-19,"Employee was rude, and the issue took too long to resolve.",-0.58,1,Communication Skills
82,2024-02-27,52511,265,0.1,F82002,C3926,2024-08-25,"Had a great experience, but communication could be better.",0.92,1,None
82,2024-02-27,52511,265,0.1,F82003,C31202,2024-09-28,"Had a great experience, but communication could be better.",0.65,3,None
82,2024-02-27,52511,265,0.1,F82004,C66772,2024-06-06,"Employee was rude, and the issue took too long to resolve.",-0.58,5,Politeness
83,2024-01-05,48758,169,-0.08,F83001,C25812,2024-07-06,"Communication was unclear, but the problem was solved eventually.",0.0,5,Time Management
83,2024-01-05,48758,169,-0.08,F83002,C67135,2024-07-17,"Satisfied with the service, but there’s room for improvement in tone.",0.4,2,Language
83,2024-01-05,48758,169,-0.08,F83003,C8196,2024-04-26,"Employee was rude, and the issue took too long to resolve.",-0.93,5,Problem Solving
83,2024-01-05,48758,169,-0.08,F83004,C98386,2024-08-04,It took too long to resolve the issue.,-0.92,2,Voice Modulation
83,2024-01-05,48758,169,-0.08,F83005,C38040,2024-05-16,Employee was very helpful and resolved the issue in no time.,0.16,2,Patience
83,2024-01-05,48758,169,-0.08,F83006,C52453,2024-02-13,"The service was good, but the employee could improve voice modulation.",0.64,1,None
83,2024-01-05,48758,169,-0.08,F83007,C31868,2024-07-18,"Communication was unclear, but the problem was solved eventually.",0.08,4,Time Management
84,2020-08-01,56672,303,0.57,F84001,C41004,2024-06-04,"Communication was unclear, but the problem was solved eventually.",0.44,3,Behavior
84,2020-08-01,56672,303,0.57,F84002,C2953,2024-07-01,"Had a great experience, but communication could be better.",0.83,5,None
84,2020-08-01,56672,303,0.57,F84003,C57494,2021-09-23,The employee needs to be more polite and resolve issues faster.,0.45,3,Communication Skills
85,2023-06-16,54455,259,0.1,F85001,C35039,2023-12-12,Employee was very helpful and resolved the issue in no time.,0.47,4,Clarity of Explanation
85,2023-06-16,54455,259,0.1,F85002,C82723,2024-06-20,It took too long to resolve the issue.,-0.85,1,Empathy
85,2023-06-16,54455,259,0.1,F85003,C42548,2023-07-13,"The service was good, but the employee could improve voice modulation.",0.6,1,None
85,2023-06-16,54455,259,0.1,F85004,C3913,2023-10-15,The employee needs to be more polite and resolve issues faster.,0.19,1,Communication Skills
86,2024-07-27,50862,165,0.31,F86001,C86585,2024-09-27,"The service was good, but the employee could improve voice modulation.",0.68,1,None
86,2024-07-27,50862,165,0.31,F86002,C70653,2024-08-01,"Satisfied with the service, but there’s room for improvement in tone.",0.34,4,None
86,2024-07-27,50862,165,0.31,F86003,C11334,2024-08-12,"Communication was unclear, but the problem was solved eventually.",0.44,5,Technical Knowledge
86,2024-07-27,50862,165,0.31,F86004,C98225,2024-07-27,The employee needs to be more polite and resolve issues faster.,0.38,2,Technical Knowledge
86,2024-07-27,50862,165,0.31,F86005,C61822,2024-09-15,Employee was very helpful and resolved the issue in no time.,0.16,5,Empathy
86,2024-07-27,50862,165,0.31,F86006,C64254,2024-09-25,"Communication was unclear, but the problem was solved eventually.",-0.08,5,None
86,2024-07-27,50862,165,0.31,F86007,C59835,2024-08-19,"Excellent service, highly recommend!",0.35,4,None
86,2024-07-27,50862,165,0.31,F86008,C78238,2024-08-06,"Excellent service, highly recommend!",0.37,3,Politeness
86,2024-07-27,50862,165,0.31,F86009,C78079,2024-07-30,The employee needs to be more polite and resolve issues faster.,0.16,4,Politeness
87,2023-11-10,57691,207,0.15,F87001,C35219,2024-05-24,"Communication was unclear, but the problem was solved eventually.",0.44,3,Problem Solving
87,2023-11-10,57691,207,0.15,F87002,C14102,2024-01-25,"Excellent service, highly recommend!",0.14,2,Behavior
87,2023-11-10,57691,207,0.15,F87003,C16236,2024-06-18,"Employee was rude, and the issue took too long to resolve.",-0.86,5,Patience
87,2023-11-10,57691,207,0.15,F87004,C98116,2024-04-29,"Great service, solved my issue quickly!",0.13,5,Problem Solving
87,2023-11-10,57691,207,0.15,F87005,C689,2024-09-01,"Had a great experience, but communication could be better.",0.5,5,None
87,2023-11-10,57691,207,0.15,F87006,C92286,2023-12-16,"Had a great experience, but communication could be better.",0.64,1,None
87,2023-11-10,57691,207,0.15,F87007,C3019,2024-06-16,It took too long to resolve the issue.,-0.57,4,Empathy
87,2023-11-10,57691,207,0.15,F87008,C99000,2024-07-24,Employee was very helpful and resolved the issue in no time.,0.36,5,Technical Knowledge
87,2023-11-10,57691,207,0.15,F87009,C53200,2024-06-26,The employee needs to be more polite and resolve issues faster.,0.19,3,Empathy
87,2023-11-10,57691,207,0.15,F87010,C29923,2024-01-25,Employee was very helpful and resolved the issue in no time.,0.48,4,Patience
88,2020-05-06,54695,359,0.21,F88001,C31443,2023-10-01,The employee needs to be more polite and resolve issues faster.,0.15,3,Problem Solving
88,2020-05-06,54695,359,0.21,F88002,C66798,2020-05-19,"Employee was rude, and the issue took too long to resolve.",-0.9,2,Patience
88,2020-05-06,54695,359,0.21,F88003,C75249,2022-07-08,"Communication was unclear, but the problem was solved eventually.",0.05,5,Problem Solving
88,2020-05-06,54695,359,0.21,F88004,C47664,2021-05-23,The employee needs to be more polite and resolve issues faster.,-0.07,1,Problem Solving
88,2020-05-06,54695,359,0.21,F88005,C61628,2023-11-04,"The service was good, but the employee could improve voice modulation.",0.74,3,None
88,2020-05-06,54695,359,0.21,F88006,C14332,2023-02-27,Employee was very helpful and resolved the issue in no time.,0.34,5,Behavior
88,2020-05-06,54695,359,0.21,F88007,C46519,2023-05-31,"Had a great experience, but communication could be better.",0.8,4,None
88,2020-05-06,54695,359,0.21,F88008,C6052,2020-10-29,"Had a great experience, but communication could be better.",0.57,3,None
89,2024-07-22,57640,154,0.05,F89001,C63392,2024-08-09,It took too long to resolve the issue.,-0.92,2,Patience
89,2024-07-22,57640,154,0.05,F89002,C66363,2024-07-31,It took too long to resolve the issue.,-0.9,4,Time Management
89,2024-07-22,57640,154,0.05,F89003,C51253,2024-08-26,The employee needs to be more polite and resolve issues faster.,0.12,3,Technical Knowledge
89,2024-07-22,57640,154,0.05,F89004,C72377,2024-08-19,"Had a great experience, but communication could be better.",0.6,3,None
89,2024-07-22,57640,154,0.05,F89005,C37323,2024-09-10,"Had a great experience, but communication could be better.",0.95,4,None
89,2024-07-22,57640,154,0.05,F89006,C33283,2024-08-16,The employee needs to be more polite and resolve issues faster.,0.48,5,Politeness
90,2022-11-08,58734,270,0.32,F90001,C33230,2024-02-16,"Had a great experience, but communication could be better.",0.51,3,None
90,2022-11-08,58734,270,0.32,F90002,C95431,2023-07-02,Employee was very helpful and resolved the issue in no time.,-0.09,3,Time Management
90,2022-11-08,58734,270,0.32,F90003,C4384,2024-08-19,"Had a great experience, but communication could be better.",0.73,4,None
90,2022-11-08,58734,270,0.32,F90004,C92628,2023-06-09,"Satisfied with the service, but there’s room for improvement in tone.",-0.07,1,Communication Skills
90,2022-11-08,58734,270,0.32,F90005,C41478,2023-05-08,Employee was very helpful and resolved the issue in no time.,0.47,2,Empathy
90,2022-11-08,58734,270,0.32,F90006,C62580,2023-08-10,The employee needs to be more polite and resolve issues faster.,-0.03,5,Problem Solving
90,2022-11-08,58734,270,0.32,F90007,C10821,2024-01-26,"Had a great experience, but communication could be better.",0.9,2,None
90,2022-11-08,58734,270,0.32,F90008,C74376,2024-05-07,"Great service, solved my issue quickly!",0.31,3,Communication Skills
90,2022-11-08,58734,270,0.32,F90009,C16135,2023-06-08,The employee needs to be more polite and resolve issues faster.,0.13,5,Patience
90,2022-11-08,58734,270,0.32,F90010,C99825,2024-07-13,"Satisfied with the service, but there’s room for improvement in tone.",0.3,5,Problem Solving
91,2024-06-22,51247,428,0.56,F91001,C42908,2024-09-23,The employee needs to be more polite and resolve issues faster.,0.07,2,Technical Knowledge
91,2024-06-22,51247,428,0.56,F91002,C12097,2024-08-05,"Had a great experience, but communication could be better.",0.89,5,None
91,2024-06-22,51247,428,0.56,F91003,C37206,2024-08-01,"The service was good, but the employee could improve voice modulation.",0.57,3,None
91,2024-06-22,51247,428,0.56,F91004,C52943,2024-08-14,"The service was good, but the employee could improve voice modulation.",0.7,2,None
92,2021-02-07,53644,212,0.27,F92001,C94847,2022-06-23,It took too long to resolve the issue.,-0.56,1,Problem Solving
92,2021-02-07,53644,212,0.27,F92002,C69661,2022-07-07,"The service was good, but the employee could improve voice modulation.",0.64,4,None
92,2021-02-07,53644,212,0.27,F92003,C20184,2024-01-10,"Had a great experience, but communication could be better.",0.77,5,None
92,2021-02-07,53644,212,0.27,F92004,C97287,2022-11-16,"The service was good, but the employee could improve voice modulation.",0.84,4,None
92,2021-02-07,53644,212,0.27,F92005,C36762,2022-05-02,"Had a great experience, but communication could be better.",0.73,3,None
92,2021-02-07,53644,212,0.27,F92006,C94100,2022-01-06,"Satisfied with the service, but there’s room for improvement in tone.",0.02,1,Behavior
92,2021-02-07,53644,212,0.27,F92007,C91025,2023-01-04,"Communication was unclear, but the problem was solved eventually.",-0.04,1,Communication Skills
92,2021-02-07,53644,212,0.27,F92008,C31273,2023-08-29,"Excellent service, highly recommend!",-0.07,2,Patience
92,2021-02-07,53644,212,0.27,F92009,C4837,2021-12-08,"Excellent service, highly recommend!",0.38,4,Empathy
92,2021-02-07,53644,212,0.27,F92010,C57785,2022-07-26,"Satisfied with the service, but there’s room for improvement in tone.",0.01,1,Listening Skills
93,2020-12-31,57030,253,-0.37,F93001,C53511,2021-05-15,"Employee was rude, and the issue took too long to resolve.",-0.78,4,Voice Modulation
93,2020-12-31,57030,253,-0.37,F93002,C72142,2022-11-03,"Employee was rude, and the issue took too long to resolve.",-0.94,2,Voice Modulation
93,2020-12-31,57030,253,-0.37,F93003,C27280,2023-06-16,"Communication was unclear, but the problem was solved eventually.",0.08,5,Patience
93,2020-12-31,57030,253,-0.37,F93004,C7815,2024-03-09,Employee was very helpful and resolved the issue in no time.,0.16,5,Language
94,2022-04-12,57057,239,0.07,F94001,C349,2024-01-19,"Great service, solved my issue quickly!",0.31,3,None
94,2022-04-12,57057,239,0.07,F94002,C24091,2022-12-06,"The service was good, but the employee could improve voice modulation.",0.73,2,None
94,2022-04-12,57057,239,0.07,F94003,C69362,2022-11-05,The employee needs to be more polite and resolve issues faster.,-0.1,3,Behavior
94,2022-04-12,57057,239,0.07,F94004,C71744,2024-07-13,Employee was very helpful and resolved the issue in no time.,0.34,1,Language
94,2022-04-12,57057,239,0.07,F94005,C86649,2022-08-23,"Great service, solved my issue quickly!",0.04,5,Patience
94,2022-04-12,57057,239,0.07,F94006,C92051,2023-08-06,"Had a great experience, but communication could be better.",0.55,1,None
94,2022-04-12,57057,239,0.07,F94007,C34503,2022-06-11,"Employee was rude, and the issue took too long to resolve.",-0.52,3,Time Management
94,2022-04-12,57057,239,0.07,F94008,C49280,2023-02-02,"Great service, solved my issue quickly!",0.23,4,None
94,2022-04-12,57057,239,0.07,F94009,C52630,2022-07-20,It took too long to resolve the issue.,-0.92,1,Language
95,2020-01-11,47974,378,0.23,F95001,C3190,2023-02-28,"Satisfied with the service, but there’s room for improvement in tone.",0.23,5,Language
95,2020-01-11,47974,378,0.23,F95002,C76531,2021-10-08,"Satisfied with the service, but there’s room for improvement in tone.",0.39,3,None
95,2020-01-11,47974,378,0.23,F95003,C41035,2020-09-18,"Had a great experience, but communication could be better.",1.0,5,None
95,2020-01-11,47974,378,0.23,F95004,C32300,2023-01-14,"Communication was unclear, but the problem was solved eventually.",0.14,2,Behavior
95,2020-01-11,47974,378,0.23,F95005,C19139,2022-08-29,Employee was very helpful and resolved the issue in no time.,-0.02,1,Empathy
95,2020-01-11,47974,378,0.23,F95006,C21684,2020-10-03,"Communication was unclear, but the problem was solved eventually.",-0.09,4,Technical Knowledge
95,2020-01-11,47974,378,0.23,F95007,C90034,2023-04-15,"Communication was unclear, but the problem was solved eventually.",-0.04,1,Clarity of Explanation
95,2020-01-11,47974,378,0.23,F95008,C59822,2023-04-12,"Great service, solved my issue quickly!",0.2,1,Listening Skills
96,2022-05-23,46322,248,0.19,F96001,C82424,2024-06-09,Employee was very helpful and resolved the issue in no time.,0.05,3,Time Management
96,2022-05-23,46322,248,0.19,F96002,C78986,2024-05-15,"Employee was rude, and the issue took too long to resolve.",-0.57,5,Time Management
96,2022-05-23,46322,248,0.19,F96003,C12078,2023-07-13,"Had a great experience, but communication could be better.",0.81,2,None
96,2022-05-23,46322,248,0.19,F96004,C92925,2023-03-05,The employee needs to be more polite and resolve issues faster.,0.46,5,Time Management
97,2020-10-01,58583,452,0.21,F97001,C27775,2022-01-13,"Excellent service, highly recommend!",0.44,1,Technical Knowledge
97,2020-10-01,58583,452,0.21,F97002,C86140,2023-07-01,"Great service, solved my issue quickly!",0.16,5,Behavior
97,2020-10-01,58583,452,0.21,F97003,C58076,2021-04-22,"Satisfied with the service, but there’s room for improvement in tone.",0.05,3,None
97,2020-10-01,58583,452,0.21,F97004,C90156,2023-03-23,Employee was very helpful and resolved the issue in no time.,0.2,2,Time Management
98,2023-08-05,45823,278,-0.01,F98001,C42441,2023-10-02,"Great service, solved my issue quickly!",0.21,1,None
98,2023-08-05,45823,278,-0.01,F98002,C99861,2024-03-20,"Great service, solved my issue quickly!",0.24,2,Behavior
98,2023-08-05,45823,278,-0.01,F98003,C4249,2024-01-08,"Communication was unclear, but the problem was solved eventually.",0.15,4,None
98,2023-08-05,45823,278,-0.01,F98004,C92294,2023-09-13,It took too long to resolve the issue.,-0.65,5,Technical Knowledge
99,2023-12-24,54061,230,0.07,F99001,C11725,2024-04-21,"The service was good, but the employee could improve voice modulation.",0.8,1,None
99,2023-12-24,54061,230,0.07,F99002,C99584,2024-06-08,"The service was good, but the employee could improve voice modulation.",0.77,4,None
99,2023-12-24,54061,230,0.07,F99003,C41916,2024-01-19,"Had a great experience, but communication could be better.",0.98,2,None
99,2023-12-24,54061,230,0.07,F99004,C75907,2024-05-08,It took too long to resolve the issue.,-0.51,2,Politeness
99,2023-12-24,54061,230,0.07,F99005,C38945,2024-01-07,The employee needs to be more polite and resolve issues faster.,-0.02,1,Behavior
99,2023-12-24,54061,230,0.07,F99006,C55888,2024-07-24,"Satisfied with the service, but there’s room for improvement in tone.",0.38,5,Listening Skills
99,2023-12-24,54061,230,0.07,F99007,C61986,2024-07-21,"Great service, solved my issue quickly!",0.04,4,Politeness
99,2023-12-24,54061,230,0.07,F99008,C13428,2024-06-01,It took too long to resolve the issue.,-0.87,1,Communication Skills
99,2023-12-24,54061,230,0.07,F99009,C96148,2024-04-26,It took too long to resolve the issue.,-0.9,1,Clarity of Explanation
100,2022-03-06,51200,252,0.46,F100001,C85667,2023-06-29,"Satisfied with the service, but there’s room for improvement in tone.",0.32,5,Listening Skills
100,2022-03-06,51200,252,0.46,F100002,C82558,2024-07-03,"The service was good, but the employee could improve voice modulation.",0.84,3,None
100,2022-03-06,51200,252,0.46,F100003,C31756,2023-11-16,The employee needs to be more polite and resolve issues faster.,0.35,1,Listening Skills
100,2022-03-06,51200,252,0.46,F100004,C93350,2023-11-02,"Communication was unclear, but the problem was solved eventually.",0.33,4,Empathy
101,2023-10-10,55951,406,0.01,F101001,C96585,2024-04-11,"Great service, solved my issue quickly!",-0.03,1,None
101,2023-10-10,55951,406,0.01,F101002,C69727,2024-07-25,"The service was good, but the employee could improve voice modulation.",0.96,2,None
101,2023-10-10,55951,406,0.01,F101003,C96184,2024-02-09,"Satisfied with the service, but there’s room for improvement in tone.",-0.09,2,Clarity of Explanation
101,2023-10-10,55951,406,0.01,F101004,C93766,2023-12-20,"Satisfied with the service, but there’s room for improvement in tone.",0.23,5,None
101,2023-10-10,55951,406,0.01,F101005,C43073,2024-03-27,It took too long to resolve the issue.,-0.96,2,Technical Knowledge
101,2023-10-10,55951,406,0.01,F101006,C70919,2024-06-20,"Employee was rude, and the issue took too long to resolve.",-0.66,3,Patience
101,2023-10-10,55951,406,0.01,F101007,C61396,2024-06-28,"Great service, solved my issue quickly!",0.37,5,Voice Modulation
101,2023-10-10,55951,406,0.01,F101008,C85700,2024-08-21,The employee needs to be more polite and resolve issues faster.,0.24,2,Technical Knowledge
102,2019-12-12,53036,159,0.31,F102001,C40552,2023-06-02,"Great service, solved my issue quickly!",0.27,1,Problem Solving
102,2019-12-12,53036,159,0.31,F102002,C72373,2020-12-12,"Had a great experience, but communication could be better.",0.88,4,None
102,2019-12-12,53036,159,0.31,F102003,C49972,2023-08-23,"Excellent service, highly recommend!",0.44,4,Patience
102,2019-12-12,53036,159,0.31,F102004,C66167,2024-09-16,"Communication was unclear, but the problem was solved eventually.",0.18,4,Listening Skills
102,2019-12-12,53036,159,0.31,F102005,C14068,2022-11-19,"Employee was rude, and the issue took too long to resolve.",-0.67,5,Voice Modulation
